PNH001,S001,10,85000.0,850000.0
PNH001,S002,5,92000.0,460000.0
PNH002,S003,8,99000.0,792000.0
PNH002,S004,6,115000.0,690000.0
PNH003,S001,12,85000.0,1020000.0
PNH003,S011,7,87000.0,609000.0
PNH004,S002,10,92000.0,920000.0
PNH004,S012,5,91000.0,455000.0
PNH005,S003,15,99000.0,1485000.0
PNH005,S013,8,97000.0,776000.0
PNH006,S004,9,115000.0,1035000.0
PNH006,S011,6,87000.0,522000.0
PNH007,S001,14,85000.0,1190000.0
PNH007,S002,7,92000.0,644000.0
PNH008,S003,11,99000.0,1089000.0
PNH008,S012,9,91000.0,819000.0
PNH009,S004,13,115000.0,1495000.0
PNH009,S011,5,87000.0,435000.0
PNH010,S001,16,85000.0,1360000.0
PNH010,S013,10,97000.0,970000.0
PNH011,S002,12,92000.0,1104000.0
PNH011,S003,8,99000.0,792000.0
PNH012,S004,10,115000.0,1150000.0
PNH012,S011,7,87000.0,609000.0
PNH013,S001,18,85000.0,1530000.0
PNH013,S012,11,91000.0,1001000.0
PNH014,S002,14,92000.0,1288000.0
PNH014,S013,6,97000.0,582000.0
PNH015,S003,20,99000.0,1980000.0
PNH015,S004,9,115000.0,1035000.0
PNH016,S001,15,85000.0,1275000.0
PNH016,S011,8,87000.0,696000.0
PNH017,S002,17,92000.0,1564000.0
PNH017,S012,10,91000.0,910000.0
PNH018,S003,13,99000.0,1287000.0
PNH018,S013,7,97000.0,679000.0
PNH019,S004,16,115000.0,1840000.0
PNH019,S011,9,87000.0,783000.0
PNH020,S001,19,85000.0,1615000.0
PNH020,S002,11,92000.0,1012000.0
PNH021,S003,14,99000.0,1386000.0
PNH021,S012,8,91000.0,728000.0
PNH022,S004,12,115000.0,1380000.0
PNH022,S013,6,97000.0,582000.0
PNH023,S001,22,85000.0,1870000.0
PNH023,S011,10,87000.0,870000.0
PNH024,S002,16,92000.0,1472000.0
PNH024,S003,9,99000.0,891000.0
PNH025,S004,11,115000.0,1265000.0
PNH025,S012,7,91000.0,637000.0
PNH026,S001,13,85000.0,1105000.0
PNH026,S013,5,97000.0,485000.0
PNH027,S002,10,92000.0,920000.0
PNH027,S011,8,87000.0,696000.0
PNH028,S003,12,99000.0,1188000.0
PNH028,S004,7,115000.0,805000.0
PNH029,S001,15,85000.0,1275000.0
PNH029,S012,9,91000.0,819000.0
PNH030,S002,14,92000.0,1288000.0
PNH030,S013,8,97000.0,776000.0
Tong: 60
